loss,metric_acc,time,lr,val_loss,val_metric_acc,val_time
1.7916381359100342,0.20336829,0.10999846458435059,0.01,1.7932742834091187,0.20972355,0.07000088691711426
1.7701247930526733,0.19733079,0.07001543045043945,0.01,1.7760027647018433,0.24245313,0.060001373291015625
1.732638955116272,0.23991102,0.07999920845031738,0.01,1.7491601705551147,0.41277406,0.05003809928894043
1.6805177927017212,0.3164919,0.06999969482421875,0.01,1.7115989923477173,0.52017796,0.06000041961669922
1.6217259168624878,0.35367015,0.07000160217285156,0.01,1.663299322128296,0.5138227,0.0599973201751709
1.5320765972137451,0.36796948,0.06889200210571289,0.01,1.60392427444458,0.44232604,0.06702947616577148
1.468849539756775,0.38036224,0.07648634910583496,0.01,1.549613118171692,0.5668891,0.057036638259887695
1.3266677856445312,0.43692404,0.07105374336242676,0.01,1.49274742603302,0.52843976,0.060004234313964844
1.2140400409698486,0.42484906,0.07007002830505371,0.01,1.433091163635254,0.588497,0.06003522872924805
1.0745387077331543,0.45249444,0.07266545295715332,0.01,1.3484160900115967,0.6113759,0.050466299057006836
0.9888054132461548,0.48649508,0.08000445365905762,0.01,1.301173210144043,0.6237687,0.049996137619018555
0.8612063527107239,0.47823325,0.06999516487121582,0.01,1.2124422788619995,0.6345726,0.06000018119812012
0.7725948095321655,0.533524,0.07003593444824219,0.01,1.2132495641708374,0.58881474,0.059963226318359375
0.6728737950325012,0.47791547,0.0700383186340332,0.01,1.2942652702331543,0.56307596,0.059961557388305664
0.5773361325263977,0.46870035,0.08000040054321289,0.01,1.2349704504013062,0.5958055,0.05000019073486328
0.46725964546203613,0.54464567,0.07000279426574707,0.01,1.1506751775741577,0.5961233,0.06007528305053711
0.4285053610801697,0.53479505,0.06999969482421875,0.01,1.1481750011444092,0.5786463,0.059999704360961914
0.4404586851596832,0.50651413,0.08000421524047852,0.01,1.1015934944152832,0.5786463,0.04999709129333496
0.3168719708919525,0.5287576,0.06999754905700684,0.01,1.049859642982483,0.64188117,0.06000328063964844
0.2644064426422119,0.56498253,0.06999778747558594,0.01,1.0695544481277466,0.638068,0.06003451347351074
0.20581389963626862,0.57419765,0.06996774673461914,0.01,1.0852516889572144,0.6224976,0.06003260612487793
0.17693954706192017,0.557674,0.07996702194213867,0.01,1.065147876739502,0.61995554,0.049997568130493164
0.23930475115776062,0.55036545,0.07000350952148438,0.01,1.0588319301605225,0.6062917,0.059998273849487305
0.1724671870470047,0.5745154,0.07009601593017578,0.01,1.2114413976669312,0.55513185,0.06000041961669922
0.17349088191986084,0.49443915,0.08000016212463379,0.01,1.1703675985336304,0.5821417,0.05999946594238281
0.2050880491733551,0.52780426,0.06999874114990234,0.01,0.9901077151298523,0.66698444,0.06000161170959473
0.1210709810256958,0.57832855,0.07000446319580078,0.01,1.1344389915466309,0.60724497,0.05995774269104004
0.18913304805755615,0.53129965,0.07000064849853516,0.01,1.1192259788513184,0.5954878,0.05999922752380371
0.13088633120059967,0.5246266,0.08003640174865723,0.01,1.065696358680725,0.6012075,0.05996584892272949
0.11422783881425858,0.5258977,0.06999826431274414,0.01,1.0799407958984375,0.61709565,0.06000065803527832
0.1500634402036667,0.55958056,0.07000064849853516,0.01,1.1081416606903076,0.6075628,0.06007099151611328
0.16447654366493225,0.5564029,0.07000112533569336,0.01,1.0882445573806763,0.6097871,0.04999804496765137
0.11284545809030533,0.5548141,0.06999921798706055,0.01,1.1871600151062012,0.5525898,0.060031890869140625
0.09907114505767822,0.54750556,0.06996798515319824,0.01,1.3668577671051025,0.45853195,0.060027360916137695
0.15600083768367767,0.45503655,0.06997060775756836,0.01,1.176761507987976,0.5653003,0.06003451347351074
0.18889591097831726,0.5135049,0.07003355026245117,0.01,0.9686583280563354,0.6739752,0.059706926345825195
0.11422204971313477,0.5773753,0.08370399475097656,0.01,1.1585973501205444,0.5541786,0.0599362850189209
0.2008649706840515,0.43724182,0.0734105110168457,0.01,1.129747986793518,0.60152525,0.06304550170898438
0.12380056828260422,0.5487766,0.0701284408569336,0.01,1.169658899307251,0.5859549,0.059999942779541016
0.13693003356456757,0.52017796,0.06999731063842773,0.01,1.1547119617462158,0.5653003,0.06458640098571777
0.11695006489753723,0.56307596,0.06532549858093262,0.01,1.2063013315200806,0.52716875,0.059998512268066406
0.16200247406959534,0.47473785,0.07000279426574707,0.01,1.1223496198654175,0.5856371,0.0599980354309082
0.1421942114830017,0.51668257,0.06999945640563965,0.01,1.0762492418289185,0.5919924,0.06000041961669922
0.18156616389751434,0.54115033,0.06999778747558594,0.01,0.9543784260749817,0.68319035,0.06000328063964844
0.1140853762626648,0.5986654,0.07000470161437988,0.01,1.0181400775909424,0.65077853,0.059999704360961914
0.1372433602809906,0.5738799,0.07007694244384766,0.01,1.101165771484375,0.61296475,0.06002163887023926
0.13038598001003265,0.54750556,0.06999731063842773,0.01,1.1515405178070068,0.5815062,0.06000113487243652
0.18890590965747833,0.4683826,0.07999777793884277,0.01,1.0211124420166016,0.65586275,0.050002098083496094
0.10186204314231873,0.5789641,0.06999874114990234,0.01,1.0011993646621704,0.6647601,0.06000065803527832
0.11518530547618866,0.59389895,0.06999969482421875,0.01,1.0190261602401733,0.6491897,0.05999922752380371
0.14072079956531525,0.5681602,0.0700075626373291,0.01,1.045896053314209,0.639339,0.05999255180358887
0.11743101477622986,0.57102,0.07000088691711426,0.01,1.1035723686218262,0.6040674,0.05999875068664551
0.09563153237104416,0.5821417,0.07000112533569336,0.01,1.149879813194275,0.583095,0.06009864807128906
0.14224648475646973,0.5316174,0.07004237174987793,0.01,1.08419668674469,0.62472194,0.059999942779541016
0.11147245764732361,0.51731807,0.06996440887451172,0.01,1.0156846046447754,0.6476009,0.06001091003417969
0.08997604995965958,0.55862725,0.06998944282531738,0.01,1.0113751888275146,0.65363836,0.05999922752380371
0.12498601526021957,0.5754687,0.08000516891479492,0.01,0.9684059619903564,0.6660311,0.05003046989440918
0.08973036706447601,0.58468384,0.06999874114990234,0.01,1.0075756311416626,0.6587226,0.050002098083496094
0.13169606029987335,0.57356215,0.07000255584716797,0.01,1.1389225721359253,0.5837305,0.06000328063964844
0.10193473100662231,0.5014299,0.06995797157287598,0.01,1.1676735877990723,0.5726088,0.06000399589538574
0.1235237792134285,0.49412137,0.06999611854553223,0.01,1.0357580184936523,0.63965684,0.06020045280456543
0.14926749467849731,0.5297108,0.07996320724487305,0.01,1.0129622220993042,0.6485542,0.04999947547912598
0.11713862419128418,0.5570384,0.06999731063842773,0.01,1.102904200553894,0.6123292,0.06003236770629883
0.11412190645933151,0.5462345,0.07996702194213867,0.01,1.077810287475586,0.62408644,0.05000472068786621
0.1071636974811554,0.56434697,0.06999707221984863,0.01,0.9730030298233032,0.67047983,0.06000113487243652
0.09977353364229202,0.5716556,0.07000231742858887,0.01,0.9631437063217163,0.6784239,0.0599970817565918
0.09288963675498962,0.588497,0.07000279426574707,0.01,1.0323762893676758,0.6415634,0.05999755859375
0.13880732655525208,0.533524,0.0700387954711914,0.01,1.0302457809448242,0.64092785,0.059964656829833984
0.12223558127880096,0.57133776,0.07008028030395508,0.01,1.0152418613433838,0.6545917,0.06228995323181152
0.08240780979394913,0.583095,0.08069682121276855,0.01,1.0649328231811523,0.63266605,0.0496830940246582
0.12823596596717834,0.54464567,0.07410812377929688,0.01,1.0719894170761108,0.61995554,0.06194782257080078
0.12415286153554916,0.5367016,0.06772041320800781,0.01,1.0219863653182983,0.64728314,0.06438422203063965
0.10556840896606445,0.558945,0.06999945640563965,0.01,1.0245957374572754,0.6390213,0.06000471115112305
0.0730225220322609,0.5668891,0.07999658584594727,0.01,1.0624628067016602,0.62408644,0.06057119369506836
